-1	15	0xB430	滋賀	ＢＢＣびわ湖放送
1	15	0xB800	広島	ＮＨＫ総合・広島
2	15	0xB808	広島	ＮＨＫＥテレ広島
6	15	0xB810	広島	ＲＣＣテレビ
4	15	0xB818	広島	広島テレビ
5	15	0xB820	広島	広島ホームテレビ
8	15	0xB828	広島	ＴＳＳ
1	15	0xBC00	岡山	ＮＨＫ総合・岡山
2	15	0xBC08	岡山	ＮＨＫＥテレ岡山
1	15	0xC000	島根	ＮＨＫ総合・松江
2	15	0xC008	島根	ＮＨＫＥテレ松江
1	15	0xC400	鳥取	ＮＨＫ総合・鳥取
2	15	0xC408	鳥取	ＮＨＫＥテレ鳥取
1	15	0xC800	山口	ＮＨＫ総合・山口
2	15	0xC808	山口	ＮＨＫＥテレ山口
4	15	0xC810	山口	ＫＲＹ山口放送
6	15	0xC818	山口	ｔｙｓテレビ山口
5	15	0xC820	山口	ｙａｂ山口朝日
1	15	0xCC00	愛媛	ＮＨＫ総合・松山
2	15	0xCC08	愛媛	ＮＨＫＥテレ松山
4	15	0xCC10	愛媛	南海放送
5	15	0xCC18	愛媛	愛媛朝日
6	15	0xCC20	愛媛	あいテレビ
8	15	0xCC28	愛媛	テレビ愛媛
1	15	0xD000	香川	ＮＨＫ総合・高松
2	15	0xD008	香川	ＮＨＫＥテレ高松
1	15	0xD400	徳島	ＮＨＫ総合・徳島
2	15	0xD408	徳島	ＮＨＫEテレ徳島
4	15	0xD410	徳島	四国放送
1	15	0xD800	高知	ＮＨＫ総合・高知
2	15	0xD808	高知	ＮＨＫＥテレ高知
4	15	0xD810	高知	高知放送
6	15	0xD818	高知	テレビ高知
8	15	0xD820	高知	さんさんテレビ
1	15	0xDC00	福岡	ＮＨＫ総合・福岡
1	15	0xDE00	福岡	ＮＨＫ総合・北九州
2	15	0xDC08	福岡	ＮＨＫＥテレ福岡
2	15	0xDE08	福岡	ＮＨＫＥテレ北九州
5	15	0xDC10	福岡	ＫＢＣテレビ
6	15	0xDC18	福岡	ＲＫＢ毎日放送
4	15	0xDC20	福岡	ＦＢＳ福岡放送１
7	15	0xDC28	福岡	ＴＶＱ九州放送１
8	15	0xDC30	福岡	テレビ西日本１
1	15	0xE000	熊本	ＮＨＫ総合・熊本
2	15	0xE008	熊本	ＮＨＫＥテレ熊本
6	15	0xE010	熊本	ＲＫＫ熊本放送
8	15	0xE018	熊本	ＴＫＵテレビ熊本
4	15	0xE020	熊本	ＫＫＴくまもと県民
5	15	0xE028	熊本	ＫＡＢ熊本朝日放送
1	15	0xE400	長崎	ＮＨＫ総合・長崎
2	15	0xE408	長崎	ＮＨＫＥテレ長崎
6	15	0xE410	長崎	ＮＢＣ長崎放送
8	15	0xE418	長崎	ＫＴＮテレビ長崎
5	15	0xE420	長崎	ＮＣＣ長崎文化放送
4	15	0xE428	長崎	ＮＩＢ長崎国際テレビ
1	15	0xE800	鹿児島	ＮＨＫ総合・鹿児島
2	15	0xE808	鹿児島	ＮＨＫＥテレ鹿児島
6	15	0xE810	鹿児島	ＭＢＣ南日本放送
8	15	0xE818	鹿児島	ＫＴＳ鹿児島テレビ
5	15	0xE820	鹿児島	ＫＫＢ鹿児島放送
4	15	0xE828	鹿児島	ＫＹＴ鹿児島読売ＴＶ
1	15	0xEC00	宮崎	ＮＨＫ総合・宮崎
2	15	0xEC08	宮崎	ＮＨＫＥテレ宮崎
6	15	0xEC10	宮崎	ＭＲＴ宮崎放送
8	15	0xEC18	宮崎	ＵＭＫテレビ宮崎
1	15	0xF000	大分	ＮＨＫ総合・大分
2	15	0xF008	大分	ＮＨＫＥテレ大分
6	15	0xF010	大分	ＯＢＳ大分放送
4	15	0xF018	大分	ＴＯＳテレビ大分１
5	15	0xF020	大分	ＯＡＢ大分朝日放送１
1	15	0xF400	佐賀	ＮＨＫ総合・佐賀
2	15	0xF408	佐賀	ＮＨＫＥテレ佐賀
8	15	0xF410	佐賀	ＳＴＳサガテレビ
1	15	0xF800	沖縄	ＮＨＫ総合・沖縄
2	15	0xF808	沖縄	ＮＨＫＥテレ沖縄
6	15	0xF810	沖縄	ＲＢＣテレビ
